"channelId","频道名称","清理结论","原因代码","说明","清理后领域","原搜索词","证据片段","公开来源","原观察时间"
"UCUW57PU889XRyGPCBCIy2ug","DoctorBeau","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","chiropractors","I’m Dr. Beau Pierce — chiropractor, researcher, entrepreneur, father, coach, and lifelong student of human potential. My mission is to help people become more fully alive. Here we explore the intersection of vitality, human performance, longevity, leadership, faith, discipline, and the future of healthcare. From peptides, metabolism, recovery, and the nervous system to fatherhood, business, purpose, and human potential — I’m interested in one question: **How do we become the ","https://www.youtube.com/channel/UCUW57PU889XRyGPCBCIy2ug","2026-09-18T08:51:03.504Z"
"UCVF9N_8xiCRjIgYazeng0hg","Healthcare for Pets","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinarian","We have a real love of pets and care deeply about their wellbeing. This inspired us to launch healthcareforpets.com, a site dedicated to helping pet parents obtain reliable advice so that they can make informed decisions about their pet’s health and wellness. We work with passionate animal health professionals using innovative approaches to develop our tools and resources that include Q&A’s answered by veterinary technicians and veterinarians, articles, videos, recall informa","https://www.youtube.com/channel/UCVF9N_8xiCRjIgYazeng0hg","2026-09-18T12:22:27.082Z"
"UCLn-woG_1bJB3onhK80GKmA","The University of Queensland","exclude","unrelated_entertainment_or_news","简介为泛娱乐、泛生活或综合资讯；未见六类目标服务主体依据。","","veterinarian","upport, and choice in programs, balanced with a campus lifestyle that features a wide array of sporting, cultural and social opportunities. Subscribe to see highlights from life at UQ. UQ Community Guidelines: CRICOS Provider 00025B • TEQSA PRV12080","https://www.youtube.com/channel/UCLn-woG_1bJB3onhK80GKmA","2026-09-18T12:08:49.008Z"
"UCMDuE8dLAT0C4NaQFhi5M8Q","Rood & Riddle","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinary; veterinarian; chiropractors","The Official YouTube Channel for Rood & Riddle Equine Hospital and Veterinary Pharmacy.","https://www.youtube.com/channel/UCMDuE8dLAT0C4NaQFhi5M8Q","2026-09-18T07:58:54.420Z"
"UCMWAvusUV2eeVVHZDKiMKrw","Explore Farm Life","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","animal rescue","Tune in to our 24/7 live streams and spend your day with gentle horses, relaxing sheep, cows, and other farm friends as they roam, graze, and interact in real time. EXPLORE.org is the largest live nature cam network on the planet. We bring nature to you, raw, unscripted, and unedited. Enjoy the natural world as it unfolds in real time in front of our cameras. EXPLORE.org takes you to the most remote places around the globe, from the plains of Kenya, Africa to the riverbanks o","https://www.youtube.com/channel/UCMWAvusUV2eeVVHZDKiMKrw","2026-09-18T09:22:51.400Z"
"UCRgR4vobYgMxah9gQITJwBA","Dr. Lera @ Heron Lakes Animal Hospital","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary","veterinary; veterinarian","University of Florida. Our team, lead by him, performs veterinary medicine and compassionate animal care in the Coral Springs/Parkland area in South Florida. This channel's purpose is to educate, inform & help. We cover a wide variety of topics regarding dogs and c","https://www.youtube.com/channel/UCRgR4vobYgMxah9gQITJwBA","2026-09-18T07:59:16.885Z"
"UCu3-J9APpJZlz_RF_zkoyJg","KVIA ABC-7","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","animal rescue","KVIA-TV has a proud 60-year history of serving as the ABC network affiliate in El Paso, Texas; Las Cruces, New Mexico; and Juarez, Mexico.","https://www.youtube.com/channel/UCu3-J9APpJZlz_RF_zkoyJg","2026-09-18T12:22:13.922Z"
"UC3t9Aqu4cDTqFnF1p_An8CA","Dan The Veterinarian","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary; veterinarian","veterinary; veterinarian","My name is Dan, and I am a veterinarian. I love animals and the people that take care of them. I started this station to provide veterinary knowledge and stories about my experience as a veterinarian. I believe that pets make our lives bet","https://www.youtube.com/channel/UC3t9Aqu4cDTqFnF1p_An8CA","2026-09-18T07:58:42.958Z"
"UCcgHphhNmKIhQ8eizsULZRw","Ask Dr. P","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","chiropractors","Innovative approaches to stop pain, improve mobility and regain your health.","https://www.youtube.com/channel/UCcgHphhNmKIhQ8eizsULZRw","2026-09-18T08:49:17.859Z"
"UCW6omRD6qe9OiHbKfAC7Lww","Now Owned and Operated by Child Health BC (Formerly KidCareCanada)","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","massage therapist","For nine months your focus has been on pregnancy and birth. All of a sudden baby arrives, and you are PARENTS with the full responsibility of caring for a new life. What to do? After all, babies don't come with a manual. You want to do the ""right thing"", but may not know what that is. Who to trust? Parenting is a learned skill. It takes time, patience and help from others to become a confident parent. Our videos support this journey. Enjoy! Our videos are designed for parents","https://www.youtube.com/channel/UCW6omRD6qe9OiHbKfAC7Lww","2026-09-18T12:22:36.143Z"
"UC7rmZeGBZR_oaY9mHvF-41A","Physiopedia","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","physical therapist","The Physiopedia charity is on a mission to improve global health by providing universal access to rehabilitation knowledge. We are the Rehabilitation website in the world, and a UK registered charity. Physiopedia is supported by Physiopedia Plus online professional development for rehabilitation Plus members have access to hundreds of hours of accredited online courses, thousands of online resources as well as their own online portfolio plus much more...AND they support learn","https://www.youtube.com/channel/UC7rmZeGBZR_oaY9mHvF-41A","2026-09-18T08:42:20.464Z"
"UCuPc7wGjr1gR50HzFjTqP3w","FrankWallFitness","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","chiropractors","It's My Mission to provide you with the Education, Guidance, Resources & Relentless Support to fulfill all of your Fitness & Nutrition needs. If you find the information here Helpful, Useful & Encouraging do me a favor and please share this with a friend or family member that can benefit from this page! You'll learn so much valuable advice while you're here and I'm excited to have you a part of my journey. “We are what we repeatedly do. Excellence, then, is not an act, but a ","https://www.youtube.com/channel/UCuPc7wGjr1gR50HzFjTqP3w","2026-09-18T12:08:56.900Z"
"UCyzyEMaMhllukZC0JrxeWrA","Jess Cliffe","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary; veterinarian","veterinary; veterinarian","Hi guys! I am a licensed Emergency veterinarian here in New Zealand sharing advice, lifestyle and medical info for pet owners, veterinary professionals and anyone in between!","https://www.youtube.com/channel/UCyzyEMaMhllukZC0JrxeWrA","2026-09-18T07:59:03.790Z"
"UCf6mZ6xoRQeYC3YI6_hRMYA","Animal Rescue Haven","review","industry_media_or_aggregator","媒体／节目／故事汇编与从业主体分开，暂不混入主联系名单。","","animal rescue","you can discover heartwarming real-life animal rescue stories from around the world. Here, you'll find inspiring rescue stories, miraculous recoveries, touching reunions, and loving moments that celebrate compassion, courage, and the extraordinary bond between humans and animals.","https://www.youtube.com/channel/UCf6mZ6xoRQeYC3YI6_hRMYA","2026-09-18T09:22:52.853Z"
"UCEqXOb98WziWgndOX3uDLeA","Pro Chiropractic","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","chiropractors","chiropractors","Spinal Injury Care and Sports Chiropractic information from the Top-Rated and Most Reviewed Chiropractic Physicians in Bozeman, Montana. Pro Chiropractic has a complete range of diagnostic and cutting-edge treatment options for acute injuries","https://www.youtube.com/channel/UCEqXOb98WziWgndOX3uDLeA","2026-09-18T08:49:37.937Z"
"UCFN6wA5GKXpuGOdu2YjauCg","VetTV Retro TV Archive","review","industry_media_or_aggregator","媒体／节目／故事汇编与从业主体分开，暂不混入主联系名单。","","veterinary; veterinarian","ommercial breaks, vintage promos and retro bumpers. 8 curated Shows. 160+ full broadcast blocks. New blocks every Friday and Saturday Night. retro tv archive, saturday morning cartoons, saturday night snick, tgif, toonami, sesame street archive, as told by gi","https://www.youtube.com/channel/UCFN6wA5GKXpuGOdu2YjauCg","2026-09-18T09:22:54.529Z"
"UCq7z_qtov_Al1dEEfjZt8iQ","Krista Magnifico, DVM","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary; veterinarian","veterinary; veterinarian","I am a small animal veterinarian who posts about the pets I meet and the ailments, diseases, and conditions they have. Demonstrations on how to identify, manage, and care for these are provided. I also try to include estimated cos","https://www.youtube.com/channel/UCq7z_qtov_Al1dEEfjZt8iQ","2026-09-18T09:07:36.454Z"
"UCwrd4EsHKfYTzBOHtq07oIQ","AIC Singapore","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","physical therapist","The Agency for Integrated Care (AIC) aims to create a vibrant care community for people to live well and age gracefully. AIC coordinates and supports efforts in integrating care to achieve the best care outcomes for our clients. We reach out to caregivers and seniors with information on staying active and ageing well, and connect people to services they need. We support stakeholders in their efforts to raise the quality of care, and also work with health and social care partn","https://www.youtube.com/channel/UCwrd4EsHKfYTzBOHtq07oIQ","2026-09-18T12:22:44.844Z"
"UCttlnDAeIB4kx9jOOd8t5mg","UW Health","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","physical therapist","UW Health is the integrated health system affiliated with the University of Wisconsin–Madison and the University of Wisconsin School of Medicine and Public Health. We provide exceptional care through hospitals, clinics and specialty programs across Wisconsin, northern Illinois and beyond. As Wisconsin's No. 1 hospital, we combine expert patient care, leading-edge research, education and innovation to advance health without compromise. Our physicians, nurses, researchers and c","https://www.youtube.com/channel/UCttlnDAeIB4kx9jOOd8t5mg","2026-09-18T12:22:11.543Z"
"UCae6lhsB57GZ8PK1h1MLhVw","Dr. Brenda M. Malka","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","massage therapist","Learn how to self treat with: self massage, stretching, and exercises from Dr. Malka's videos! Do you want to self treat other pain issues? Hit that SUBSCRIBE button to see more videos and tell me what areas you would like me to address. To learn more about me go to or read below: I have 22 years of clinical experience. My education includes: 2 years of education in myofascial trigger point therapy, a doctorate in Chiropractic,and another 4 years for a masters in Acupuncture ","https://www.youtube.com/channel/UCae6lhsB57GZ8PK1h1MLhVw","2026-09-18T12:18:55.506Z"
"UCcoK1RF-3PcBX_4wjuq-5LA","Dr. Nicole Fein","review","missing_biography","缺少公开简介，名称或搜索命中不足以确认服务领域。","","veterinarian","Dr. Nicole Fein","https://www.youtube.com/channel/UCcoK1RF-3PcBX_4wjuq-5LA",""
"UCNCFrr6q4CjMwd2Uc8BNEUQ","Pressure Point Sports Massage Training","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","massage therapist","massage therapist","Welcome to the YouTube Channel for Pressure Point Sports Massage Training. I specialise in Sports Massage, deep tissue techniques for the whole body with a particular interest in back massage and anatomy. I teach VTCT sports massage from Level 3 to Level 5 which includes gait ana","https://www.youtube.com/channel/UCNCFrr6q4CjMwd2Uc8BNEUQ","2026-09-18T08:53:12.613Z"
"UCQP3Pl2getweA7t52zit5nA","Physio Tips with Marrow","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","physical therapist","physical therapist","Marrow is a YouTube channel that gives helpful tips on physical therapy/physiotherapy related topics. We share videos that informational about common disorders and give tips on home treatments when applicable. The channel is hosted by Marrow Burnette, PT, MSPT, OCS, COMT","https://www.youtube.com/channel/UCQP3Pl2getweA7t52zit5nA","2026-09-18T09:22:57.199Z"
"UCnrNSfVCDsXs_Wctw7QggaQ","AMA Animal Rescue","review","missing_biography","缺少公开简介，名称或搜索命中不足以确认服务领域。","","animal rescue","AMA Animal Rescue","https://www.youtube.com/channel/UCnrNSfVCDsXs_Wctw7QggaQ",""
"UCu1GR2kIM67Lw1MiCq8hdGQ","Vet Surgery at Ease","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinary; veterinarian","Dr. Sagar Sahoo M.V.SC. (Veterinary Surgery & Radiology), OUAT National Eligibility Test Qualified - 2019 Govt. Veterinary Assistant Surgeon (since 2018) No. of Published Articles: 17 No. of Research Articles: 02 Life Member: ISVS, ISACP","https://www.youtube.com/channel/UCu1GR2kIM67Lw1MiCq8hdGQ","2026-09-18T09:07:17.820Z"
"UChC6r_enuZwSs99eR9Rp8aA","Gigantic Industry","exclude","fiction_or_roleplay","公开简介披露虚构／重现／角色扮演；不作为真实职业或救助实践名单。","","animal rescue","scenes. ⚠️ DISCLAIMER All videos on this channel are created using advanced AI technology for educational and documentary-style purposes. ⚖️ For Informational Use Only: The content is not an exact replication of real factories or professional procedures. It is designed solely","https://www.youtube.com/channel/UChC6r_enuZwSs99eR9Rp8aA","2026-09-18T12:20:00.343Z"
"UCq5_eXzUlYcI_M3GGpTv-4A","South Florida SPCA Horse Rescue","review","rescue_story_or_unconfirmed","只有救助故事、传播口号或名称线索，缺少足够的本人救助运营依据。","","animal rescue","Driven by the need to serve abandoned and starving horses, and with the vision to create a safe haven for them, the South Florida SPCA, a 501(c)(3) charitable organization was formed. The mission of the South Florida Society for the Prevention of Cruelty to Animals is to rescue,","https://www.youtube.com/channel/UCq5_eXzUlYcI_M3GGpTv-4A","2026-09-18T09:23:00.414Z"
"UCxGIByovkMf-QvkeAgFmCZQ","Physiotherapy In UK","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","physical therapist","physical therapist","I’m Nikita, an Indian Physiotherapist in London, UK (aka The United Kingdom). I have completed my MSc in Physiotherapy from University College London and am working as a Band 6 Physiotherapist in NHS. On this channel I will discuss topic","https://www.youtube.com/channel/UCxGIByovkMf-QvkeAgFmCZQ","2026-09-18T09:23:02.156Z"
"UCEn7UsvlbKJOlCzQ2htCxpg","Dallas Zoo","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinary","The official YouTube channel of the Dallas Zoo, the largest zoo in Texas. Dive into the world of animal encounters, conservation updates, behind-the-scenes footage, events at the Zoo, and more! Our animals are the stars of the show.","https://www.youtube.com/channel/UCEn7UsvlbKJOlCzQ2htCxpg","2026-09-18T12:19:32.695Z"
"UCNI_A7j3RvtdabvsJpnAGfQ","Dr. Angelique Barbara","review","rescue_story_or_unconfirmed","只有救助故事、传播口号或名称线索，缺少足够的本人救助运营依据。","","chiropractors; massage therapist","nnel! If you're passionate about holistic animal care, animal rescue, and all things animals, you're in the right place! My videos focus on animal massage, kinesiology taping, and various holistic therapies, along with behind-the-scenes glimpses of the animals at my s","https://www.youtube.com/channel/UCNI_A7j3RvtdabvsJpnAGfQ","2026-09-18T08:53:19.035Z"
"UC-al76SFN9j0lnZT22RsZDQ","Pony Tales Refuge","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","animal rescue","Pony Tales Refuge is a 501c3 full circle of life shelter dedicated to helping all equines in danger of abuse, neglect, and slaughter. As a full circle of life shelter, we will never turn away a horse in need regardless of age, breed, health or training.","https://www.youtube.com/channel/UC-al76SFN9j0lnZT22RsZDQ","2026-09-18T08:59:50.346Z"
"UCKwJeZ_DhAy2OsOT3Q2zhlg","neha.physiocare","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","physical therapist","physical therapist","Hello my Physio Family .... This is your Physiotherapist Dr. Neha Singh. I founded neha.physiocare with the goal of improving access to quality physiotherapy education and services for people of all backgrounds . Empowering patients to achieve their physic","https://www.youtube.com/channel/UCKwJeZ_DhAy2OsOT3Q2zhlg","2026-09-18T12:20:37.709Z"
"UCEj0xaGykwlGanSycQL8UlQ","College of DuPage","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinarian","Hey there! Welcome to the College of DuPage YouTube channel! We're just 35 miles west of Chicago and home to more than 29,000 students—making us the second largest provider of undergrad education in Illinois. Our mission? To be the ultimate spot for top-notch teaching, learning, and cool cultural experiences. We’re all about offering accessible, affordable, and comprehensive education to help you thrive. Hit that subscribe button to stay in the loop with everything happening ","https://www.youtube.com/channel/UCEj0xaGykwlGanSycQL8UlQ","2026-09-18T12:19:30.957Z"
"UCG16_HTqfM1OvpCHuBrHiiA","alisWebsite","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinarian; animal rescue","Wondering what type of work you want to do? Watch these videos, learn about occupations and plan your future! The Alis website is Alberta's online gateway to services and information related to career planning, education, jobs and the workplace. This online service is sponsored by the Government of Alberta. The Alis website is located at","https://www.youtube.com/channel/UCG16_HTqfM1OvpCHuBrHiiA","2026-09-18T12:19:50.222Z"
"UCrdpuo-bvsfcAMi8D2MKB8A","Scott Gerke","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinary; veterinarian","Join me as I explore human connection all through the power of a simple hello. ""A stranger is just a friend you haven't met yet."" Backstory: I lost all of my work as a DJ on March 17, 2020 due to the pandemic and decided to sell off most of my belongings, move into my van, and travel the country learning about the life of others. Fast forward to today, I am grateful to be back DJ'ing full time but this channel remains. Thanks for stopping by and I hope you enjoy the videos 😊","https://www.youtube.com/channel/UCrdpuo-bvsfcAMi8D2MKB8A","2026-09-18T09:06:40.556Z"
"UC0w-8N-dkQctIyz7OAG4y2Q","Professor Noel Fitzpatrick","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary; veterinarian","veterinary; veterinarian","or Noel Fitzpatrick is a world-class orthopaedic-neuro veterinary surgeon recognised and respected globally as a true thought leader in his field of expertise. He is Managing Director of Fitzpatrick Referrals, a specialist veterinary referral hospital.","https://www.youtube.com/channel/UC0w-8N-dkQctIyz7OAG4y2Q","2026-09-18T09:23:03.600Z"
"UCbJBh2MFKrX6Lf8bJ7_ZGWQ","Guy's and St Thomas' NHS Foundation Trust","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","physical therapist","We are one of the UK's largest NHS Foundation Trusts, providing acute and specialist services at St Thomas', Guy's, and Evelina London Children's Hospital, Royal Brompton and Harefield Hospitals, and both adult and children's community services in Lambeth and Southwark. Dedication to the communities we serve is at the heart of what we do, with high quality, personal care for every patient we treat. We are guided by our values in everything that we do. We are: caring, ambitiou","https://www.youtube.com/channel/UCbJBh2MFKrX6Lf8bJ7_ZGWQ","2026-09-18T12:19:05.922Z"
"UCQbZtdw_Y_OmW867Z8mIm6w","IU Health","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","physical therapist","Indiana University Health is Indiana's largest comprehensive health system and is comprised of hospitals, physicians and allied services dedicated to providing preeminent care throughout Indiana and beyond. Our unique partnership with the Indiana University School of Medicine gives our highly skilled physicians access to innovative treatments using the latest research and technology.","https://www.youtube.com/channel/UCQbZtdw_Y_OmW867Z8mIm6w","2026-09-18T12:21:35.859Z"
"UCw_buPMt6nZJHtTZefY9_Cg","Revival Animal Health","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary; veterinarian","veterinarian","professionals & owners Breeders, shelters, pet owners, veterinarians, groomers and other pet professionals need a trusted and reliable source for their animal supplies and knowledge. That’s where we come in. Since 1989, Revival Animal Health is your go-to place for al","https://www.youtube.com/channel/UCw_buPMt6nZJHtTZefY9_Cg","2026-09-18T08:34:07.443Z"
"UCihzcTTnm1Sf8mKXRPL28jw","Dog Rescue","keep","explicit_rescue_operation","简介明确自述救助／收容／寄养／康复业务及运营活动；不等于独立核实真实性。","animal rescue","animal rescue","Welcome to Dog Rescue Channel! We will upload stories of rescued animals and we hope all videos will be inspirational stories, we always try to help animals from wild, homeless, abandoned, abused or from difficult situations to give them a better life and love. G","https://www.youtube.com/channel/UCihzcTTnm1Sf8mKXRPL28jw","2026-09-18T09:23:05.267Z"
"UC0OEU8IjYvmHXTT0DQORpmw","Restore Plus Physical Therapy","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","physical therapist","physical therapist","Physical therapy in Long Island City, NY also serving the nearby areas of Sunnyside; Astoria; and Woodside, NY. We offer revolutionary treatments for pain relief. We treat neck pain, back pain, shoulder pain, elbow p","https://www.youtube.com/channel/UC0OEU8IjYvmHXTT0DQORpmw","2026-09-18T09:23:06.810Z"
"UCpCB0qF5CEoIjEiPawSKR5Q","In Ruff Company","review","rescue_story_or_unconfirmed","只有救助故事、传播口号或名称线索，缺少足够的本人救助运营依据。","","animal rescue","6 years, and am now carving out my dream of starting a dog rescue. This channel offers guidance, tips, encouragement, and a sense of community to dog owners and pet professionals with weekly videos all about dogs! My goal is to help put a smile on every dog’s face","https://www.youtube.com/channel/UCpCB0qF5CEoIjEiPawSKR5Q","2026-09-18T09:02:02.556Z"
"UCsNdxeQ_cAzTvCeD-y3PUeg","Stanford CME","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","physical therapist","Stanford CME is a global leader in the promotion of lifelong learning for healthcare professionals. As such, we advance patient and population health and promote innovation by planning and implementing accredited continuing education activities to enhance the professional development of healthcare teams both locally and regionally, in the San Francisco Bay area and in the greater Pacific Region, as well as nationally and globally. Learn more at Be aware that your online activ","https://www.youtube.com/channel/UCsNdxeQ_cAzTvCeD-y3PUeg","2026-09-18T12:21:59.835Z"
"UCv6sUvDX9-RT5MoP8L6p5Jg","Horse Plus Vets","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary; veterinarian","veterinary; veterinarian","The veterinarians at Horse Plus Humane Society work tirelessly to provide the very best medical care for the horses at the shelter. From eye enucleations to gelding surgeries, you will always be amazed by the challeng","https://www.youtube.com/channel/UCv6sUvDX9-RT5MoP8L6p5Jg","2026-09-18T09:23:08.456Z"
"UCwFnbW4MKB9EIrnd04ybQsQ","Michigan State University","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinarian","Every day, Michigan State University Spartans work together to tackle some of the world's toughest challenges to find solutions that make life better. One of the top research universities in the world—on one of the biggest, greenest campuses in the country—MSU is home to a diverse community of dedicated students and scholars, athletes and artists, scientists and leaders. It's a powerful force that brings together a vast array of resources and some of the world's brightest min","https://www.youtube.com/channel/UCwFnbW4MKB9EIrnd04ybQsQ","2026-09-18T12:22:40.354Z"
"UCjW-j8MWjNxgo9Yw1Z55Reg","Trips To Discover","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","animal rescue","Discover the best travel destinations to add to your bucket list! Dream, Discover, and Go!","https://www.youtube.com/channel/UCjW-j8MWjNxgo9Yw1Z55Reg","2026-09-18T08:59:56.593Z"
"UC4TuUm9Y_pMKsIIrq54A_ng","Dr Natalie Pakzamir","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","chiropractors","chiropractors","Dr Natalie (Naghmeh), Chiropractor, is here to help you discover the benefits of chiropractic care. Dr. Natalie, a skilled and trusted professional, has a holistic approach with chiropractic care and adjustment techniques to support y","https://www.youtube.com/channel/UC4TuUm9Y_pMKsIIrq54A_ng","2026-09-18T08:49:49.307Z"
"UCxBjbrFwvpcsQJQ8gnQOfdA","Tony Do","review","missing_biography","缺少公开简介，名称或搜索命中不足以确认服务领域。","","physical therapist","Tony Do","https://www.youtube.com/channel/UCxBjbrFwvpcsQJQ8gnQOfdA",""
"UC226xiuqUi8nA1niqRwlD9Q","Academically.MedCare","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","physical therapist","physical therapist","To help global physiotherapists, optometrists and nurses establish extensive careers, Academically has come up with this new interactive platform. This page is a one-stop solution for physiotherapists, optometrists and nurses who w","https://www.youtube.com/channel/UC226xiuqUi8nA1niqRwlD9Q","2026-09-18T12:18:14.314Z"
"UC8sldCVKdpkQsbA2r0Vf-rQ","Medical Channel Asia","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","physical therapist","Medical Channel Asia (MCA) was started with the mission of helping information-seekers cut through the clutter online and provide credible, researched and useful health information. Our commitment is to provide timely and regular health information and news specifically catered to the global Asian audience. The content provided in MCA is designed to be most suited for the Asian context and body-type. All content is developed by a medically-trained editorial team in consultati","https://www.youtube.com/channel/UC8sldCVKdpkQsbA2r0Vf-rQ","2026-09-18T12:18:46.544Z"
"UCIulcHHLc_dZ__ChuaFnonA","The Royal Agricultural Winter Fair","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinarian; physical therapist; massage therapist; animal rescue","The Royal Agricultural Winter Fair is celebrating 100 years of World Class Equine & Agricultural excellence | Join us Nov 4-13, 2022 for","https://www.youtube.com/channel/UCIulcHHLc_dZ__ChuaFnonA","2026-09-18T12:20:18.934Z"
"UCJ00tMK14kNr-tghIdqYJMw","Charlie Freak & The Shire Animal Rescue Sanctuary","review","rescue_story_or_unconfirmed","只有救助故事、传播口号或名称线索，缺少足够的本人救助运营依据。","","animal rescue","he new home on Youtube for Charlie Freak and The Shire Animal Rescue Sanctuary, run by Charlie and his wife Colleen.","https://www.youtube.com/channel/UCJ00tMK14kNr-tghIdqYJMw","2026-09-18T09:23:10.291Z"
"UCTHaiFsLg7FEjIS9kG2wyxQ","Equestrian Life","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","chiropractors","A collection of instructional videos brought to you by EquestrianLife.com, the fastest growing Web site for horse lovers and equestrians from all disciplines. Join today, it's free and fun. At EquestrianLife.com, we are creating a fun, informative meeting place for the Equestrian community to spend time together. Have fun learning and meeting other people with the same passion for horses and their Equestrian discipline, be it English, Western, Polo, Racing, Natural Horsemansh","https://www.youtube.com/channel/UCTHaiFsLg7FEjIS9kG2wyxQ","2026-09-18T09:23:11.755Z"
"UC3HDFpCnZtLZjEdpzKT9tGA","CBS Local News","review","industry_media_or_aggregator","媒体／节目／故事汇编与从业主体分开，暂不混入主联系名单。","","animal rescue","ersonalizes the global reach of CBS-owned and operated television and radio stations with a local perspective. Subscribe for the latest look at what’s happening across CBS LOCAL TV news stations. For more breaking news, visit the Local Tips Live Stream: SU","https://www.youtube.com/channel/UC3HDFpCnZtLZjEdpzKT9tGA","2026-09-18T12:18:20.617Z"
"UCmeCDRcXzeIRzRMpJRelvsA","Aussie Swag","exclude","unrelated_entertainment_or_news","简介为泛娱乐、泛生活或综合资讯；未见六类目标服务主体依据。","","veterinary; veterinarian","en you will find valuable information about Australian lifestyle. In my videos, I have tried to show the best possible way to help people who are interested in coming to Australia and how a daily life looks like. Moreover, I have my own passion of vlogging and fil","https://www.youtube.com/channel/UCmeCDRcXzeIRzRMpJRelvsA","2026-09-18T12:20:52.052Z"
